Best_Acc	Student_ACC	EMA_ACC	Validate_Acc	Ema_Valid_Acc	
54.506961	53.500000	52.833333	55.265482	54.506961	
54.585694	52.166667	53.333333	57.180029	54.585694	
54.829573	54.333333	52.833333	59.108017	54.829573	
54.829573	53.833333	53.000000	55.622660	54.737398	
54.829573	54.333333	54.500000	56.639462	54.612578	
54.829573	55.000000	53.000000	57.840614	54.723956	
54.829573	55.000000	53.166667	57.206913	54.714354	
54.829573	53.500000	53.333333	56.854537	54.612578	
54.829573	53.333333	52.833333	56.604897	54.681709	
54.829573	52.666667	53.166667	57.717715	54.819971	
54.866059	54.333333	53.500000	57.689870	54.866059	
55.022564	55.833333	53.333333	58.062410	55.022564	
55.022564	55.000000	53.500000	57.948152	54.981277	
55.022564	54.166667	52.833333	58.205473	55.004321	
55.050408	52.833333	53.500000	56.272684	55.050408	
55.050408	54.500000	52.833333	57.500720	54.676908	
55.050408	52.833333	53.666667	59.094575	54.981277	
55.050408	53.500000	53.666667	56.687470	55.050408	
55.073452	53.500000	53.166667	57.419107	55.073452	
55.229957	55.000000	54.500000	56.912146	55.229957	
55.368219	55.666667	54.000000	57.917427	55.368219	
55.368219	54.500000	53.500000	57.389342	55.368219	
55.368219	54.000000	54.000000	57.504561	55.276044	
55.368219	53.500000	54.000000	58.916947	55.142583	
55.368219	54.166667	53.666667	56.761402	55.317331	
55.396063	55.000000	54.333333	57.697552	55.396063	
55.396063	54.500000	54.166667	56.966875	55.340374	
55.396063	54.500000	53.666667	58.720115	55.326932	
55.409506	55.500000	53.333333	58.039366	55.409506	
55.409506	54.333333	53.666667	56.740278	55.317331	
55.409506	55.333333	53.833333	58.077772	55.381661	
55.409506	54.333333	53.833333	57.434470	55.179069	
55.409506	53.166667	54.000000	58.072972	55.368219	
55.478637	55.666667	53.333333	57.043687	55.478637	
55.478637	54.000000	53.500000	58.325492	55.478637	
55.589054	56.500000	52.833333	58.253481	55.589054	
55.681229	54.000000	52.500000	57.518003	55.681229	
55.681229	54.833333	53.000000	57.517043	55.612098	
55.722516	56.000000	52.500000	58.212194	55.722516	
55.773404	55.166667	54.833333	58.335094	55.773404	
55.786846	55.833333	54.000000	57.789726	55.786846	
55.786846	52.833333	54.166667	58.219875	55.689870	
55.966395	54.500000	55.833333	59.365338	55.966395	
55.966395	54.666667	54.166667	57.817571	55.943351	
55.966395	55.833333	53.666667	58.297648	55.865578	
56.058569	55.333333	54.500000	58.418627	56.058569	
56.219875	57.833333	53.666667	59.807009	56.219875	
56.422468	56.666667	55.666667	59.222276	56.422468	
56.422468	56.000000	54.666667	59.641863	56.284205	
56.616419	55.833333	54.833333	57.536246	56.616419	
56.675948	55.500000	53.333333	59.756121	56.675948	
56.675948	56.000000	54.666667	59.066731	56.450312	
56.675948	55.166667	53.833333	58.297648	56.542487	
56.988958	54.000000	54.166667	57.804129	56.988958	
56.988958	56.500000	52.500000	59.388382	56.850696	
56.988958	54.166667	55.500000	56.876620	56.666347	
56.988958	56.666667	53.500000	59.479597	56.804609	
56.988958	56.166667	52.833333	58.453193	56.965915	
56.988958	58.333333	54.833333	58.893903	56.942871	
57.012002	55.000000	53.166667	59.649544	57.012002	
57.122420	55.666667	53.833333	59.017763	57.122420	
57.122420	55.166667	55.166667	59.267403	57.030245	
57.168507	57.333333	54.000000	59.285646	57.168507	
57.168507	55.666667	54.666667	59.608257	57.071531	
57.168507	55.000000	54.000000	60.087374	56.850696	
57.168507	55.500000	54.166667	60.072972	57.168507	
57.486318	57.333333	55.333333	58.881421	57.486318	
57.486318	55.333333	55.000000	59.337494	57.417187	
57.688910	57.500000	55.000000	59.779165	57.688910	
57.688910	56.666667	54.500000	58.842055	57.177148	
57.688910	55.833333	55.333333	58.024004	57.292367	
57.688910	55.500000	53.666667	58.796928	57.348056	
57.827172	56.000000	54.000000	59.575612	57.827172	
57.827172	56.666667	54.000000	59.084013	57.292367	
57.827172	56.333333	54.666667	59.442151	57.614978	
57.827172	56.166667	53.833333	59.599616	57.407585	
57.927988	56.666667	57.666667	59.345175	57.927988	
58.232357	56.666667	53.000000	60.132501	58.232357	
58.232357	57.166667	52.833333	60.335094	58.153625	
58.232357	56.333333	54.500000	59.584253	58.222756	
58.232357	56.166667	55.833333	60.618339	57.982717	
58.232357	59.833333	54.333333	59.623620	57.932789	
58.232357	55.833333	55.000000	58.936150	58.024964	
58.245799	57.500000	55.833333	60.146904	58.245799	
58.443591	56.333333	54.666667	60.542487	58.443591	
58.692271	57.166667	54.666667	60.036486	58.692271	
58.692271	56.500000	53.500000	60.421507	58.351416	
58.692271	56.666667	55.833333	59.365338	58.341815	
58.692271	57.666667	54.666667	59.248200	58.111378	
58.692271	58.000000	55.500000	59.930869	58.387902	
58.692271	58.500000	53.666667	60.096015	58.530965	
58.692271	57.166667	54.166667	60.253481	58.641383	
58.692271	56.833333	53.833333	60.367739	58.475276	
58.692271	57.666667	54.333333	59.566011	58.221795	
58.692271	57.000000	55.666667	60.018243	58.267883	
58.692271	57.166667	55.000000	59.986558	58.539606	
58.692271	59.000000	57.166667	59.801248	58.617379	
58.692271	56.666667	55.833333	60.406145	58.498320	
58.692271	58.166667	55.833333	60.054729	58.668267	
58.692271	56.666667	53.833333	60.797888	58.603937	
58.692271	57.666667	55.000000	59.880941	58.645223	
58.742199	58.166667	55.666667	61.132981	58.742199	
58.742199	57.666667	56.666667	60.645223	58.709554	
58.742199	58.500000	55.166667	61.101296	58.686510	
58.742199	56.166667	55.666667	60.865098	58.709554	
58.742199	59.000000	56.166667	60.879501	58.640422	
58.742199	58.833333	55.500000	61.045607	58.663466	
59.032165	57.833333	55.333333	60.645223	59.032165	
59.032165	57.500000	56.500000	59.856937	58.939990	
59.032165	58.666667	56.333333	59.929909	58.750840	
59.055209	56.000000	55.333333	60.234277	59.055209	
59.055209	58.666667	55.666667	59.921267	59.050408	
59.055209	57.500000	56.166667	60.346615	58.732597	
59.055209	58.500000	56.000000	60.826692	58.986078	
59.188670	58.333333	53.166667	60.289966	59.188670	
59.188670	58.000000	56.000000	59.737878	59.147384	
59.188670	57.833333	56.500000	60.612578	59.027364	
59.188670	58.000000	55.333333	60.464714	59.142583	
59.193471	58.833333	55.000000	60.367739	59.193471	
59.234758	58.500000	56.166667	61.501680	59.234758	
59.234758	58.833333	56.500000	60.777724	58.889102	
59.419107	57.500000	55.833333	61.630341	59.419107	
59.419107	58.500000	55.000000	60.738358	59.229957	
59.552568	58.833333	55.500000	61.170427	59.552568	
59.552568	58.000000	55.500000	61.727316	59.234758	
59.552568	59.833333	58.000000	61.801248	59.368219	
59.552568	57.166667	55.666667	61.188670	59.414306	
59.552568	57.833333	55.500000	60.497360	59.345175	
59.552568	60.166667	54.666667	61.392223	59.455593	
59.552568	59.333333	55.833333	61.893423	59.303889	
