Best_Acc	Student_ACC	EMA_ACC	Validate_Acc	Ema_Valid_Acc	
66.305329	89.935484	91.376344	65.249160	65.968315	
66.305329	89.935484	91.806452	65.585214	66.106577	
66.305329	91.118280	91.892473	65.125300	65.973116	
66.305329	90.215054	91.913978	66.700912	65.927028	
66.305329	90.494624	92.150538	65.548728	66.014402	
66.305329	90.451613	91.870968	66.460874	66.042247	
66.305329	90.623656	91.827957	66.004801	66.088334	
66.305329	90.881720	92.193548	65.830053	66.101776	
66.305329	91.139785	92.322581	65.692751	66.221795	
66.305329	90.451613	92.086022	66.061450	66.290927	
66.305329	90.645161	92.752688	65.654345	66.060490	
66.305329	91.225806	92.172043	64.937110	66.143063	
66.305329	91.333333	92.365591	65.840614	66.167067	
66.305329	90.537634	92.000000	65.603457	66.093135	
66.305329	90.946237	92.322581	65.475756	66.005761	
66.305329	91.182796	92.150538	65.907825	66.175708	
66.305329	90.903226	92.193548	64.653865	66.213154	
66.305329	90.709677	92.688172	63.125300	66.024004	
66.305329	91.290323	92.387097	65.317331	66.208353	
66.305329	91.333333	92.645161	65.455593	66.014402	
66.305329	91.354839	92.408602	65.517043	65.959674	
66.305329	91.161290	92.258065	65.337494	66.005761	
66.305329	91.397849	92.795699	66.028805	66.074892	
66.305329	91.698925	92.580645	65.705233	66.286126	
66.305329	91.354839	92.236559	65.641863	66.005761	
66.305329	91.526882	92.172043	65.686030	65.894383	
66.305329	91.892473	92.795699	66.023044	65.930869	
66.305329	91.569892	92.903226	65.401824	66.014402	
66.305329	91.935484	92.666667	66.197792	65.912626	
66.305329	92.172043	92.817204	65.663946	66.106577	
66.305329	92.236559	93.161290	65.696591	66.221795	
66.305329	91.956989	92.602151	65.833893	66.102736	
66.305329	91.806452	92.580645	65.972156	66.162266	
66.305329	91.548387	92.903226	65.050408	66.093135	
66.318771	91.913978	92.924731	65.849256	66.318771	
66.318771	92.064516	93.053763	65.660106	66.240038	
66.318771	91.655914	92.494624	66.927508	66.093135	
66.318771	92.021505	92.989247	66.005761	66.213154	
66.318771	91.741935	92.731183	64.019203	66.249640	
66.328373	91.827957	93.053763	66.093135	66.328373	
66.503120	92.107527	93.204301	66.294767	66.503120	
66.554009	92.000000	93.139785	64.982237	66.554009	
66.554009	91.978495	92.365591	65.410466	66.443591	
66.554009	92.107527	92.516129	64.603937	66.231397	
66.554009	92.430108	92.666667	65.678349	66.272684	
66.554009	92.322581	93.182796	65.029285	66.190110	
66.554009	91.956989	93.161290	65.199232	66.305329	
66.554009	92.086022	93.419355	65.738838	66.374460	
66.577052	92.107527	93.053763	65.411426	66.577052	
66.577052	92.838710	93.419355	65.831013	66.337974	
66.577052	92.817204	92.817204	65.918387	66.517523	
66.577052	92.430108	92.924731	65.747480	66.236198	
66.577052	92.365591	92.989247	65.821411	66.199712	
66.577052	92.903226	93.634409	66.125780	66.097936	
66.577052	92.473118	93.225806	64.817091	66.240999	
66.577052	92.408602	93.354839	65.438310	66.171867	
66.577052	92.688172	93.483871	65.632261	66.051848	
66.577052	92.946237	93.419355	66.277484	66.240999	
66.577052	92.322581	93.010753	65.393183	66.245799	
66.577052	92.688172	93.290323	64.996639	66.287086	
66.577052	92.623656	93.204301	64.864138	66.125780	
66.577052	92.774194	93.440860	65.134902	65.877100	
66.577052	93.010753	93.419355	65.931829	66.084494	
66.577052	93.333333	93.397849	65.621699	66.074892	
66.577052	92.967742	93.505376	65.369179	66.033605	
66.577052	92.774194	93.290323	65.567931	65.964474	
66.577052	92.924731	93.032258	65.176188	66.005761	
66.577052	92.881720	93.247312	65.540086	65.867499	
66.577052	92.924731	93.225806	66.015362	65.982717	
66.577052	92.774194	93.333333	65.566971	66.028805	
66.577052	92.731183	93.419355	65.756121	66.024004	
66.577052	92.688172	93.096774	65.815651	65.968315	
66.577052	92.946237	93.784946	66.322612	66.055689	
66.577052	93.247312	93.612903	65.820451	66.009602	
66.577052	93.010753	93.569892	66.244839	66.120019	
66.577052	92.946237	93.096774	66.207393	65.968315	
66.577052	93.139785	93.698925	66.429189	66.073932	
66.577052	93.397849	93.354839	66.429189	66.235238	
66.577052	93.204301	93.548387	66.258281	66.378301	
66.577052	93.311828	93.827957	65.830053	66.327412	
66.577052	93.440860	93.741935	65.774364	66.147864	
66.577052	93.311828	93.892473	65.234758	66.073932	
66.577052	93.333333	93.870968	66.004801	66.332213	
66.577052	93.354839	93.548387	65.857897	66.235238	
66.577052	93.333333	93.591398	66.014402	66.424388	
66.577052	93.268817	93.526882	65.995199	66.424388	
66.577052	93.483871	93.806452	65.815651	66.281325	
66.577052	93.462366	93.655914	65.981757	66.216995	
66.577052	93.440860	93.612903	65.884782	66.437830	
66.577052	93.483871	93.720430	66.921747	66.391743	
66.577052	93.397849	93.892473	66.378301	66.553048	
66.577052	93.784946	93.827957	66.266923	66.437830	
66.577052	93.526882	93.763441	66.176668	66.483917	
66.617379	93.247312	93.784946	66.051848	66.617379	
66.617379	93.462366	94.021505	65.240518	66.378301	
66.617379	93.655914	93.311828	65.889582	66.088334	
66.617379	93.397849	93.698925	66.105617	66.189150	
66.617379	93.634409	93.956989	65.683149	66.065290	
66.617379	93.397849	93.505376	65.415266	65.927028	
66.617379	93.677419	93.806452	65.945271	66.000000	
66.617379	93.612903	94.021505	66.235238	65.953913	
66.617379	93.419355	93.978495	65.225156	65.972156	
66.617379	93.913978	93.569892	65.825252	65.926068	
66.617379	93.483871	93.849462	65.935670	65.594815	
66.617379	93.634409	94.021505	65.788766	65.792607	
66.617379	93.612903	94.172043	65.460394	65.833893	
66.617379	93.720430	94.172043	66.225636	65.728277	
66.617379	93.440860	93.677419	66.253481	66.110418	
66.617379	93.268817	94.000000	66.129621	66.133461	
66.617379	93.655914	94.258065	65.756121	66.041287	
66.617379	93.892473	94.365591	66.235238	66.110418	
66.617379	93.784946	94.000000	66.220835	65.949112	
66.617379	94.107527	93.655914	65.826212	66.041287	
66.617379	93.655914	93.913978	66.207393	66.110418	
66.617379	94.043011	94.086022	65.723476	66.087374	
66.617379	93.763441	94.301075	66.069131	66.133461	
66.617379	93.784946	94.043011	65.718675	66.041287	
66.617379	93.591398	93.913978	65.820451	66.041287	
66.617379	93.913978	93.784946	66.096976	66.064330	
66.617379	93.612903	93.978495	66.110418	65.995199	
66.617379	94.043011	94.129032	66.317811	66.156505	
66.617379	93.849462	93.978495	65.939510	66.110418	
66.617379	93.784946	93.698925	65.976956	66.248680	
66.617379	94.043011	94.129032	66.018243	66.225636	
66.617379	94.000000	93.978495	66.087374	66.179549	
66.617379	93.827957	94.107527	65.829093	66.248680	
66.617379	93.720430	94.021505	66.106577	66.110418	
66.617379	94.301075	94.344086	65.543927	66.156505	
66.617379	93.827957	93.978495	65.967355	66.207393	
66.617379	94.000000	94.387097	65.506481	66.128661	
66.617379	93.784946	93.913978	65.806049	66.243879	
66.617379	94.279570	94.086022	66.018243	66.243879	
66.617379	93.784946	93.849462	65.534325	66.013442	
66.617379	94.150538	93.956989	65.921267	66.128661	
66.617379	94.021505	94.129032	65.723476	65.967355	
66.617379	93.956989	94.451613	66.013442	66.082573	
66.617379	93.655914	93.956989	65.871339	65.972156	
66.617379	93.870968	94.408602	65.723476	65.903024	
66.617379	93.978495	94.301075	65.843495	66.128661	
66.617379	94.215054	94.107527	65.318291	65.861738	
66.617379	93.806452	93.806452	65.599616	65.879981	
66.617379	94.365591	94.623656	65.953913	66.018243	
66.617379	94.172043	94.258065	65.728277	65.958713	
66.617379	94.301075	94.064516	65.746519	65.953913	
66.617379	93.935484	94.043011	66.004801	65.723476	
66.617379	94.150538	94.129032	65.659145	65.889582	
66.617379	93.741935	94.172043	65.879981	65.843495	
66.617379	94.043011	94.043011	65.944311	65.774364	
66.617379	94.236559	94.064516	66.073932	65.995199	
66.617379	94.129032	93.978495	66.064330	65.879981	
66.617379	94.580645	94.451613	65.903024	65.866539	
66.617379	94.021505	94.172043	65.511282	65.889582	
66.617379	94.494624	94.344086	65.783005	65.903024	
66.617379	94.000000	94.387097	65.663946	66.133461	
66.617379	94.258065	94.301075	65.884782	65.833893	
66.617379	93.913978	94.193548	65.972156	65.995199	
66.617379	94.215054	94.021505	66.041287	65.953913	
66.617379	93.913978	94.021505	65.710034	65.833893	
66.617379	94.086022	94.516129	66.018243	66.064330	
66.617379	94.193548	94.193548	66.041287	65.810850	
66.617379	94.086022	94.129032	65.493039	65.907825	
66.617379	93.913978	94.322581	65.723476	65.833893	
66.617379	94.430108	94.451613	65.884782	66.018243	
66.617379	94.430108	93.806452	65.631301	65.833893	
66.617379	94.430108	93.892473	66.184349	65.953913	
66.617379	94.322581	94.387097	66.115218	66.023044	
66.617379	94.301075	94.064516	66.207393	66.110418	
66.617379	94.172043	94.236559	66.138262	66.138262	
66.617379	94.129032	93.913978	66.115218	66.115218	
66.617379	94.387097	94.258065	66.179549	66.202592	
66.617379	94.387097	94.580645	65.903024	65.995199	
66.617379	94.301075	94.301075	65.907825	66.023044	
66.617379	94.129032	93.806452	65.926068	65.926068	
66.617379	94.387097	94.279570	65.815651	66.000000	
66.617379	94.172043	94.000000	65.949112	66.110418	
66.617379	94.215054	94.236559	66.000000	66.000000	
66.617379	94.430108	94.430108	65.953913	66.069131	
66.617379	94.021505	94.086022	65.861738	65.769563	
66.617379	94.494624	94.258065	66.046087	66.023044	
66.617379	94.236559	94.258065	66.184349	66.340855	
66.617379	94.236559	94.322581	65.953913	66.064330	
66.617379	94.365591	94.279570	65.861738	65.792607	
66.617379	94.344086	94.365591	66.138262	66.179549	
66.617379	94.451613	94.150538	66.069131	65.930869	
66.617379	94.387097	94.107527	65.930869	65.838694	
66.617379	94.430108	94.666667	65.792607	65.879981	
66.617379	94.301075	94.301075	66.069131	66.046087	
66.617379	94.451613	94.408602	65.884782	65.907825	
66.617379	94.021505	94.215054	66.041287	66.207393	
66.617379	94.150538	94.451613	65.953913	66.023044	
66.617379	94.580645	94.086022	66.023044	65.976956	
66.617379	94.473118	94.387097	65.976956	65.787806	
66.617379	94.150538	94.236559	65.907825	65.930869	
66.617379	94.365591	94.516129	65.953913	65.861738	
66.617379	94.193548	94.150538	65.884782	65.884782	
66.617379	94.215054	94.387097	66.092175	66.046087	
66.617379	94.172043	94.365591	65.907825	66.023044	
66.617379	94.215054	94.236559	65.903024	65.741719	
